id,category,product_url,name,ingredients
11,Mask,https://www.ewg.org/skindeep/products/1033984-Caudalie_Instant_Detox_Vingergetic_C_Mask_/,Caudalie Instant Detox Vingergetic C+ Mask,"AQUA/WATER/EAU, KAOLIN, BENTONITE, GLYCERIN*, ACACIA SENEGAL GUM*, XANTHAN GUM, BENZYL ALCOHOL, ALCOHOL*, SODIUM DEHYDROACETATE, CITRUS AURANTIUM BERGAMIA (BERGAMOT) FRUIT OIL*, VITIS VINIFERA (GRAPE) FRUIT EXTRACT*, LAVANDULA ANGUSTIFOLIA (LAVENDER) OIL*, DEHYDROACETIC ACID, COFFEA ARABICA (COFFEE) SEED EXTRACT*, COFFEA ROBUSTA SEED EXTRACT*, CARBOMER, CUPRESSUS SEMPERVIRENS OIL*, SALVIA SCLAREA (CLARY) OIL*, COMMIPHORA MYRRHA OIL*, SANTALUM ALBUM (SANDALWOOD) OIL*, ANTHEMIS NOBILIS FLOWER OIL*, PAPAIN*, PETROSELINUM CRISPUM (PARSLEY) SEED OIL*, 1,2-HEXANEDIOL, CAPRYLYL GLYCOL, SODIUM BENZOATE, LACTIC ACID, POTASSIUM SORBATE, ALGIN, SODIUM CITRATE, CITRIC ACID, CI 77491 (IRON OXIDES), CI 77499 (IRON OXIDES), LIMONENE, LINALOOL"
12,Mask,https://www.ewg.org/skindeep/products/9062828-Aveda_Tulasara_Brightening_sleeping_eye_masque_05oz15ml/,AVEDA Tulasara Brightening sleeping eye masque 0.5oz/15ml,"Water\Aqua\Eau, Caprylic/Capric Triglyceride, Glycerin, Theobroma Grandiflorum (Cupuacu) Seed Butter, Squalane, Cetearyl Alcohol, Behenyl Alcohol, Butyrospermum Parkii (Shea Butter), Carthamus Tinctorius (Safflower) Seed Oil, Sorbitan Olivate, Cetyl Alcohol, Coco-Glucoside, Algae Extract, Glyceryl Stearate, Peg-100 Stearate, Prunus Armeniaca (Apricot) Kernel Oil, Solanum Lycopersicum (Tomato) Fruit/Leaf/Stem Extract, Solanum Tuberosum (Potato) Pulp Extract, Rubus Idaeus (Raspberry) Leaf Extract, Curcuma Longa (Turmeric) Root Extract, Acetyl Hexapeptide-8, Prunus Amygdalus Dulcis (Sweet Almond) Seed Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Asparagopsis Armata Extract, Ascophyllum Nodosum Extract, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Cucumis Sativus (Cucumber) Fruit Extract, Molasses Extract\Saccharum Officinarum\Extrait De Melasse, Olea Europaea (Olive) Fruit Oil, Hydrogenated Olive Oil, Olea Europaea (Olive) Oil Unsaponifiables, Caffeine, Tetrahexyldecyl Ascorbate, Helianthus Annuus (Sunflower) Seedcake, Elaeis Guineensis (Palm) Oil, Chlorella Vulgaris Extract, Narcissus Tazetta Bulb Extract, Salicornia Herbacea Extract, Alpha-Glucan Oligosaccharide, Hydrolyzed Algin, Tocopherol, Sorbitol, Sea Salt\Maris Sal\Sel Marin, Dimethicone, Cetyl Esters, Aminopropyl Ascorbyl Phosphate, Lauroyl Lysine, Salicylic Acid, Caprylyl Glycol, Xanthan Gum, Sodium Hyaluronate, Glucosamine Hcl, Citric Acid, Sodium Citrate, Phenoxyethanol."
13,Mask,https://www.ewg.org/skindeep/products/837115-Andalou_Naturals_1000_Roses_Rosewater_Mask_2019_formulation/,Andalou Naturals 1000 Roses Rosewater Mask (2019 formulation),"Aloe Barbadensis Leaf Juice*, Purified Water (Aqua), Rosa Damascena (Rose) Flower Distillate*, Vegetable Glycerin, Dicaprylyl Carbonate, Glyceryl Stearate, Cetyl Alcohol, Rosa Canina (Rosehip) Fruit Oil*, Punica Granatum (Pomegranate) Seed Oil*, Stearic Acid, Biosaccharide Gum-1, Plant Stem Cells (Alpine Rose, Malus Domestica, Solar Vitis), BioActive Berry Complex*, Vaccinium Macrocarpon (Cranberry) Fruit Juice*, Panthenol, Allantoin, Soothing Complex: [Sodium Hyaluronate, Magnolia Officinalis Bark Extract, Boswellia Serrata (Boswellin) Extract], Tocopherol, Bisabolol, Camellia Sinensis (White Tea) Leaf Extract**, Hibiscus Sabdariffa Flower Extract**, Phenethyl Alcohol, Ethylhexylglycerin, Rose Isolates, Vanilla Isolates, Pelargonium Graveolens (Rose Geranium) Flower Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*"
14,Mask,https://www.ewg.org/skindeep/products/1054362-Vitamasques_Vitamasque_Milk_Face_Mask_Marine_Collagen_One_Sheet_Mask/,"Vitamasques Vitamasque Milk Face Mask, Marine Collagen, One Sheet Mask","Aqua (Water, Eau), Butylene Glycol, Glycerin, Cetyl Ethylhexanoate, Caprylic/Capric Triglyceride, Dimethicone, Polyglyceryl-3 Methylglucose Distearate, Glyceryl Stearate, PEG-100 Stearate, Paeonia Suffruticosa Root Extract, Centella Asiatica Extract, 1,2-Hexanediol, Carbomer, Hydrolyzed Collagen, Chamomilla Recutita (Matricaria) Flower Extract, Glyceryl Caprylate, Tromethamine, Xanthan Gum, Milk Protein Extract, Ethylhexylglycerin, Sodium Hyaluronate, Prunus Serrulata Flower Extract, Nelumbo Nucifera Flower Extract, Lilium Tigrinum Extract, Disodium EDTA, Parfum (Fragrance)"
15,Mask,https://www.ewg.org/skindeep/products/951286-Bionyx_Platinum_Transformative_Thermal_Mask_/,Bionyx Platinum Transformative Thermal Mask,"Zeolite, Kaolin, Polyethylene glycol, Tocopheryl Acetate, Ascorbic Acid, Retinyl Palmitate, Water, Hydrolyzed Wheat Protein, Colloidal Platinum, Coffea Arabica (Coffee) Fruit Extract, Aloe Barbadensis Leaf Extract, Arnica Montana Flower Extract, Citrus Limon (Lemon)Fruit Extract, Prunus Amygdalus Dulcis (Sweet Almond) Fruit Extract, Angelica Archangelica Extract, Phenoxyethanol, Quartz, Ethylhexylglycerin, Glycerin, Sorbic Acid, Chlorphenesin, Phenoxyethanol, Benzoic Acid."
16,Mask,https://www.ewg.org/skindeep/products/1069100-Danielle_Creations_Cooling_Face_Sheet_Mask_Pink_Lemonade/,"Danielle Creations Cooling Face Sheet Mask, Pink Lemonade","WATER (AQUA), GLYCERIN, PEG-40 HYDROGENATED CASTOR OIL, BENZYL ALCOHOL, PHENOXYETHANOL, TRIETHANOLAMINE, FRAGRANCE (PARFUM), METHYLPROPANEDIOL, GLYCINE, ALANINE, 1, 2-HEXANEDIOL, ISOLEUCINE, PROLINE, PASSIFLORA INCARNATA EXTRACT (PASSIONFLOWER), CAMELLIA SINENSIS LEAF EXTRACT (WHITE TEA), CITRUS LIMON (LEMON) FRUIT EXTRACT, ASCORBIC ACID (VITAMIN C), HIBISCUS MUTABILIS FLOWER EXTRACT, SODIUM HYALURONATE (HYALURONIC ACID)"
17,Mask,https://www.ewg.org/skindeep/products/8367858-AHAVA_Purifying_Mud_Sheet_Mask/,Ahava Purifying Mud Sheet Mask,"Aqua (Mineral Spring Water), Kaolin, Glycerin, Hydroxypropyl Methylcellulose, Bentonite, Cellulose Gum, Silt (Dead Sea Mud), Butylene Glycol, Hydroxyacetophenone, Allantoin, Maris Sal (Dead Sea Salt), Maris Aqua (Dead Sea Water), Niacinamide, Phoenix Dactylifera (Date) Fruit Extract, Dunaliella Salina (Dead Sea Alga) Extract, Sodium Hyaluronate, Acetyl Hexapeptide-8, PEG-60 Hydrogenated Castor Oil, Chlorphenesin, Xanthan Gum, Phenoxyethanol, Charcoal Powder, Iron Oxide Black (CI 77499), Parfum (Fragrance), Isopropyl Alcohol, Hydrogenated Polydecene, 1,2-Hexanediol, Citric Acid, Potassium Sorbate, Sodium Benzoate."
18,Mask,https://www.ewg.org/skindeep/products/978861-Masque_Bar_Gold_Foil_Peel_Off_Mask/,Masque Bar Gold Foil Peel Off Mask,Bilinmeyen Bileşenler
19,Mask,https://www.ewg.org/skindeep/products/965061-Freeman_Bio_Cellulose_Superfood_Sheet_Mask_Watermelon_Radish/,"Freeman Bio Cellulose Superfood Sheet Mask, Watermelon Radish","WATER/AQUA, METHYLPROPANEDIOL, GLYCERIN, ALCOHOL DENAT., PANTHENOL, TREHALOSE, ALLANTOIN, RAPHANUS SATMUS (RADISH) ROOT EXTRACT, EUTERPE OLERACEA FRUIT EXTRACT, VACCINIUM ANGUSTIFOLIUM (BLUEBERRY) FRUIT EXTRACT, TOCOPHERYL ACETATE, CHONDRUS CRISPUS EXTRACT, CERATONIA SILIQUA (CAROB) GUM, GLUCOMANNAN, GLYCERYL ACRYLATE/ACRYLIC ACID COPOLYMER, PVM/MA COPOLYMER, PROPYLENE GLYCOL, CARBOMER, TROMETHAMINE, PEG-60 HYDROGENATED CASTOR OIL, HYDROXYACETOPHENONE, 1,2-HEXANEDIOL, DISODIUM EDTA, FRAGRANCE/PARFUM."
20,Mask,https://www.ewg.org/skindeep/products/976200-Sukin_Exfoliating_Masque_Coffee__Coconut/,"Sukin Exfoliating Masque, Coffee & Coconut","WATER (AQUA), CETEARYL ALCOHOL, GLYCERYL STEARATE, GLYCERIN, COFFEA ARABICA (COFFEE) SEED POWDER, ALOE BARBADENSIS LEAF JUICE, JOJOBA ESTERS, COCOS NUCIFERA (COCONUT) SHELL POWDER, TOCOPHEROL (VITAMIN E), COCO-CAPRYLATE, SODIUM STEAROYL GLUTAMATE, CETEARYL GLUCOSIDE, XANTHAN GUM, LACTIC ACID, FRAGRANCE (PARFUM)*, PHENOXYETHANOL, BENZYL ALCOHOL."
