id,category,product_url,name,ingredients
11,Skin_fading__lightener,https://www.ewg.org/skindeep/products/990741-Clarins_Bright_Plus_Dark_Spot_Targeting_Serum/,Clarins Bright Plus Dark Spot Targeting Serum,"AQUA/WATER/EAU, GLYCERIN, ASCORBYL GLUCOSIDE, BORON NITRIDE, PENTYLENE GLYCOL, BUTYLENE GLYCOL, CELLULOSE, TROMETHAMINE, SODIUM POLYACRYLATE, SODIUM CITRATE, XANTHAN GUM, ETHYLHEXYLGLYCERIN, BIOTIN, PARFUM/FRAGRANCE, SODIUM HYALURONATE, SAMBUCUS NIGRA FLOWER EXTRACT, CITRIC ACID, POLIANTHES TUBEROSA POLYSACCHARIDE, MALPIGHIA EMARGINATA (ACEROLA) FRUIT EXTRACT, XYLITOL, ALCHEMILLA VULGARIS EXTRACT, MALPIGHIA EMARGINATA (ACEROLA) SEED EXTRACT, SODIUM BENZOATE, PANCRATIUM MARITIMUM EXTRACT, POTASSIUM SORBATE, RHODOMYRTUS TOMENTOSA FRUIT EXTRACT, ENGELHARDTIA CHRYSOLEPIS LEAF EXTRACT."
12,Skin_fading__lightener,https://www.ewg.org/skindeep/products/988438-Caudalie_Vinoperfect_Brightening_Glycolic_Essence/,Caudalie Vinoperfect Brightening Glycolic Essence,"aqua/water/eau, vitis vinifera (grape) fruit water*, citrus aurantium amara (bitter orange) flower water*, glycerin*, methylpropanediol, glycolic acid, sodium hydroxide, vitis vinifera (grape) juice*, caprylyl glycol, citric acid*, arginine, sodium benzoate, paeonia lactiflora root extract*, phenylpropanol, potassium sorbate, sodium phytate*, linalool, limonene (190/032) * origine v g tale - plant origin"
13,Skin_fading__lightener,https://www.ewg.org/skindeep/products/1039697-Glow_Recipe_Guava_Vitamin_C_Dark_Spot_Serum/,Glow Recipe Guava Vitamin C Dark Spot Serum,"Water/Aqua/Eau, Propanediol, C9-12 Alkane, Psidium Guajava Fruit Extract, Tetrahexyldecyl Ascorbate, Tranexamic Acid, Sodium Polyacryloyldimethyl Taurate, 3-O-Ethyl Ascorbic Acid, Ascorbyl Glucoside, Magnesium Ascorbyl Phosphate, Sodium Ascorbyl Phosphate, Psidium Guajava Seed Oil, Tocopherol, Tocopheryl Acetate, Sodium Hyaluronate, Ferulic Acid, Tremella Fuciformis Sporocarp Extract, Pyrus Malus (Apple) Fruit Extract, Musa Sapientum (Banana) Fruit Extract, Prunus Armeniaca (Apricot) Kernel Extract, Pyrus Communis (Pear) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Melia Azadirachta Flower Extract, Melia Azadirachta Leaf Extract, Corallina Officinalis Extract, Coccinia Indica Fruit Extract, Hexanoyl Dipeptide-3 Norleucine Acetate, Polyglyceryl-10 Dioleate, Glycerin, 1,2-Hexanediol, Caprylic/Capric Triglyceride, Caprylyl Glycol, Hydroxyacetophenone, Sodium Stearoyl Glutamate, Coco-Caprylate/Caprate, Betaine, Lecithin, Polyglyceryl-10 Dipalmitate, Sodium Citrate, Sodium Phytate, Potassium Sorbate, Decyl Glucoside, Lauryl Glucoside, Ethylhexylglycerin, Citric Acid, Xanthan Gum, Phenoxyethanol"
14,Skin_fading__lightener,https://www.ewg.org/skindeep/products/960660-Clarins_Body_Partner_Stretch_Mark_Expert/,Clarins Body Partner Stretch Mark Expert,"AQUA/WATER/EAU, CAPRYLIC/CAPRIC TRIGLYCERIDE, ALCOHOL, HYDROGENATED COCO-GLYCERIDES, HYDROGENATED POLYISOBUTENE, CETEARYL ALCOHOL, ISONONYL ISONONANOATE, GLYCERIN, DIMETHICONE, CORYLUS AVELLANA (HAZEL) SEED OIL, SQUALANE, CETEARYL GLUCOSIDE, ASIATICOSIDE, CARBOMER, ETHYLHEXYLGLYCERIN, DISODIUM EDTA, ETHYLENE BRASSYLATE, SODIUM CETEARYL SULFATE, SODIUM LAURYL SULFATE, GLYCYRRHETINIC ACID, BUTYLENE GLYCOL, SODIUM HYDROXIDE, MUSA SAPIENTUM (BANANA) FRUIT EXTRACT, TOCOPHEROL, ACETYL TETRAPEPTIDE-2, DEXTRAN."
15,Skin_fading__lightener,https://www.ewg.org/skindeep/products/979782-Hero_Cosmetics_Lightning_Swipe_Dark_Spot_Brightening_Pads/,Hero Cosmetics Lightning Swipe Dark Spot Brightening Pads,"WATER/AQUA/EAU, BUTYLENE GLYCOL, PROPANEDIOL, GLYCERIN, NIACINAMIDE, TROMETHAMINE, BENZYL GLYCOL, GLYCOLIC ACID, ALLANTOIN, BETAINE, TRANEXAMIC ACID, XANTHAN GUM, 1,2-HEXANEDIOL, CALCIUM PANTOTHENATE, CAPRYLYL GLYCOL, ETHYLHEXYLGLYCERIN, SODIUM ASCORBYL PHOSPHATE, HOUTTUYNIA CORDATA EXTRACT, PYRIDOXINE HCL, CAMELLIA SINENSIS LEAF EXTRACT, ALOE BARBADENSIS LEAF JUICE, LYCIUM BARBARUM FRUIT EXTRACT, SACCHAROMYCES FERMENT FILTRATE, ILLICIUM VERUM (ANISE) FRUIT EXTRACT, HYDROXYACETOPHENONE, CITRIC ACID, MALIC ACID, TARTARIC ACID, LACTIC ACID."
16,Skin_fading__lightener,https://www.ewg.org/skindeep/products/809188-Miguhara_Ultra_Whitening_Ample_2018_formulation/,Miguhara Ultra Whitening Ample (2018 formulation),"Anthemis nobilis flower extract, Butylene glycol, Glycerin, Nelumbium speciosum flower extract, Iris versicolor extract, Gnaphalium leontopodium flower extract, Jasminum officinale (Jasmine) flower extract, Lilium candidum flower extract, Rosa centifolia flower extract, Freesia refracta extract, Sodium hyaluronate, Eclipta prostrata extract, Rehmannia glutinosa root extract, Artemisia princeps leaf extract, Portulaca oleracea extract, Glycyrrhiza glabra (Licorice) root extract, Niacinamide, Lonicera japonica (Honeysuckle) flower extract, Zanthoxylum piperitum fruit extract, Pulsatilla koreana extract, Citrus paradisi (Grapefruit) fruit extract, Pentapeptide-13, Galactomyces ferment filtrate, Tremella fuciformis sporocarp extract, Glycosyl trehalose, Hydrogenated starch hydrolysate, Sorbitan stearate, Hydroxyethylcellulose, Carbomer, Arginine, Xanthan gum, Gardenia florida fruit extract , Allantoin, Disodium EDTA, Citrus paradisi (Grapefruit) peel oil"
17,Skin_fading__lightener,https://www.ewg.org/skindeep/products/993612-Drmtlgy_HydraFader/,Drmtlgy Hydra-Fader,"Water/Aqua/Eau, Glycerin, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Pyrus Malus (Apple) Fruit Extract, Lepidium Sativum Sprout Extract, Kojic Acid, Ceramide NP, Ceramide AP, Ceramide EOP, Phytosphingosine, Cholesterol, Sodium Lauroyl Lactylate, Carbomer, Xanthan Gum, Butylene Glycol, Polysorbate 20, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-5, Phenoxyethanol, Polysorbate 80, Alcohol, Palmaria Palmata Extract, Lecithin, Punica Granatum Extract, Panthenol, Ethylhexylglycerin, Aloe Barbadensis Leaf Extract, Disodium EDTA, Genistein"
18,Skin_fading__lightener,https://www.ewg.org/skindeep/products/1009779-Ustawi_NIACINAMIDE_DARK_SPOT_CORRECTOR/,USTAWI NIACINAMIDE DARK SPOT CORRECTOR,": Aqua /Water/Eau, Propanediol, Caprylic/Capric Triglyceride, C14-22 Alcohols, Niacinamide, Silica, Ammonium Acryloyldimethyltaurate/VP Copolymer, Ascorbyl Glucoside, Hexylresorcinol, Triethyl Citrate, C12-20 Alkyl Glucoside, Sodium Stearoyl Glutamate, Sodium Benzoate, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Levulinic Acid, Adansonia Digitata Fruit Extract, Sodium Hydroxide, Epigallocatechin Gallate, Glycerin, Sodium Levulinate, Glycyrrhiza Glabra (Licorice) Root Extract, 1,2-Hexanediol, Biosaccharide Gum-4"
19,Skin_fading__lightener,https://www.ewg.org/skindeep/products/969724-Formula_1006_Fade_So_Fast_Salicylic_Acid__Niacinamide_Post_Blemish_Spot_Fader/,Formula 10.0.6 Fade So Fast Salicylic Acid + Niacinamide Post Blemish Spot Fader,"WATER, NIACINAMIDE, C15-23 ALKANE, GLYCERIN, POLYSORBATE 20, TRIHEPTANOIN, PEG-8/SMDI COPOLYMER, POLYACRYLAMIDE, C13-14 ALKANE, TETRAHEXYLDECYL ASCORBATE, SALICYLIC ACID, GLYCYRRHIZA GLABRA (LICORICE) ROOT EXTRACT, PHENOXYETHANOL, C13-14 ISOPARAFFIN, ETHYLHEXYL PALMITATE, XANTHAN GUM, ALLANTOIN, CAPRYLYL GLYCOL, LAURETH-7, CITRIC ACID, DISODIUM EDTA, AMYLOPECTIN, DEXTRIN, POLYDEXTROSE."
20,Skin_fading__lightener,https://www.ewg.org/skindeep/products/7664789-Palmers_Skin_Success_AntiDark_Spot_Complexion_Bar_/,Palmer's Skin Success Anti-Dark Spot Complexion Bar,"Sodium Tallowate, Sodium Cocoate (or) Sodium Palm Kernelate, Water (Aqua), Glycerin, Lanolin, Ascorbic Acid, Tocopherol, Glycyrrhiza Glabra (Licorice) Root Extract, Glycine Soja (Soybean) Oil, Sodium Chloride, Pentasodium Pentetate, Tetrasodium Etidronate, Titanium Dioxide (Cl 77891), Fragrance (Parfum), Citronellol, Limonene, Hexyl Cinnamal, Hydroxycitronellal, Butylphenyl Methylpropional, Linalool."
