id,category,product_url,name,ingredients,status
798,Toners__astringents,https://www.ewg.org/skindeep/products/3938900-100_Pure_Fermented_Rice_Water_Toner/,100% Pure Fermented Rice Water Toner,"Organic Morus Alba (White Mulberry) Water, Organic Glycerin, Organic Hamamelis Virginiana (Witch Hazel), Organic Lonicera Japonica (Japanese Honeysuckle) Flower Extract, Organic Rice Ferment Filtrate (Sake), Organic Glycyrrhiza Glabra (Licorice) Root Extract, Organic Citrus Limonium (Lemon) Extract, Organic Citrus Grandis (Grapefruit) Extract, Niacinamide, Organic Salix Alba (Willow) Bark Extract, Organic Arctostaphylos Uva-Ursi (Bearberry) Extract, Organic Lentinus Edodes (Shiitake Mushroom) Extract, Sodium Hyaluronate, Sodium PCA, Organic Essential Oil Blend: Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Cedrus Atlantica (Cedarwood) Bark Oil, Vetivera Zizanoides (Vetiver) Root Oil, Citrus Sinensis (Blood Orange) Oil, Salvia Officinalis (Sage) Oil, Lavandula Angustifolia (Lavender) Oil",scraped
799,Toners__astringents,https://www.ewg.org/skindeep/products/991652-Melaleuca_Alloy_Cooling_Facial_Tonic/,Melaleuca Alloy Cooling Facial Tonic,"Aqua (Water/Eau), Polysorbate 20, Niacinamide, Zinc PCA, Aloe Barbadensis Leaf Juice, Pseudoalteromonas Ferment Extract, Tamarindus Indica (Tamarind) Seed Polysaccharide, Hydroxypropyl Cyclodextrin, Maltodextrin, Cyclodextrin, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Methol, Citrus Aurantium Ducis (Orange) Peel Oil, Santalum Austrocaledonicum (Sandalwood) Wood Oil, Vetiveria Zizanioides (Vetiver) Root Oil, Propanediol, Citric Acid, Trisodium Ethylenediamine Dissucinate, Sodium Salicylate, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate, Limonene, Linalool",scraped
800,Toners__astringents,https://www.ewg.org/skindeep/products/806556-Fourth_Ray_Beauty_Keep_Clear_Clarifying_Tonic_2018_formulation/,Fourth Ray Beauty Keep Clear Clarifying Tonic (2018 formulation),"Water, Hamamelis Virginiana (Witch Hazel) Water, Butylene Glycol, Glycerin, Alcohol, Polysorbate 20, Panax Ginseng Root Extract, Salix Nigra (Willow) Bark Extract, Lactobacillus/Papaya Fruit Ferment Extract, Quartz, Citrus Limon (Lemon) Fruit Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Eucalyptus Globulus Leaf Oil, Camellia Sinensis Leaf Extract, Saccharum Officinarum (Sugar Cane) Extract, Acer Saccharum (Sugar Maple) Extract, Helianthus Annuus (Sunflower) Seed Oil, Vaccinium Myrtillus Fruit Extract, Jania Rubens Extract, Allantoin, Sodium Carrageenan, Gluconolactone, Citric Acid, Tartaric Acid, Sodium Benzoate, Phenoxyethanol.",scraped
801,Toners__astringents,https://www.ewg.org/skindeep/products/977546-Madara_Organic_Skincare_Balancing_toner/,Madara Organic Skincare Balancing toner,"Aqua, Glycerin, Rosa Damascena (Rosa) Flower Water, Cucumis Sativus (Cucumber) Fruit Extract, Sodium PCA, Betaine, Propanediol, Hamamelis Virginiana (Witch-hazel) Leaf Water, Sodium levulinate, Phenethyl Alcohol, Sodium Benzoate, Chamomilla Recutita (Camomile) Flower Extract, Plantago Major (Plantain) Leaf Extract, Citric acid, Benzyl Alcohol, Rhamnose, Lactic Acid, Xylitylglucoside, Potassium Sorbate, Anhydroxylitol, Glucose, Glucuronic Acid, Xylitol",scraped
802,Toners__astringents,https://www.ewg.org/skindeep/products/1484348-Banila_Co_Clean_it_Zero_Pink_Hydration_Toner_Pads/,Banila Co Clean it Zero Pink Hydration Toner Pads,"Water, Dipropylene Glycol, Butylene Glycol, Niacinamide, Hydroxyacetophenone, Polyglyceryl-10 Laurate, Caprylyl Glycol, Malpighia Emarginata (Acerola) Fruit Extract, Ethylhexylglycerin, 1,2-Hexanediol, Betaine, Allantoin, Sphingomonas Ferment Extract, Sodium Hyaluronate, Viola Odorata Leaf Extract, Vanilla Planifolia Fruit Extract, Hamamelis Virginiana (Witch Hazel) Extract, Crataegus Monogyna Fruit Extract, Prunus Amygdalus Amara (Bitter Almond) Seed Extract, Glycerin, Hydrogenated Lecithin, Hedera Helix (Ivy) Leaf/Stem Extract, Dipotassium Glycyrrhizate, Cyanocobalamin, Hydrolyzed Collagen, Amyris Balsamifera Bark Oil, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hydroxypropyltrimonium Hyaluronate, Potassium Hyaluronate, Hydrolyzed Sodium Hyaluronate, Pentylene Glycol, Sodium Acetylated Hyaluronate, Disodium EDTA",scraped
803,Toners__astringents,https://www.ewg.org/skindeep/products/941090-Jacqs_Revitalizing_Face_Toner_COQ10__Hibiscus_2020_formulation/,"Jacq's Revitalizing Face Toner, COQ10 + Hibiscus (2020 formulation)","Water (Aqua), Hibiscus Rosa Sinensis Linn (Hibiscus), Mentha Citrus Sinensis (Orange Mint), Rosa Centifolia (Rose), Prunus Amygdalus Dulcis (Sweet Almond) Oil, Achillea Millefolium (Yarrow) Extract, Daucus Carota Sativa (Carrot) Root Extract, Arctium Lappa (Burdock) Extract, Echinacea Purpurea Extract, Rumex (Yellow Dock) Crispus Extract, Chamomilla Recutita (Matricaria) Extract, Rosa Moschata (Rosehip) Seed Oil, Hippophae Rhamnoides (Sea Buckthorn) Seed Oil, Aloe Barbadensis Extract, Ubiquinone (Coq10), Leucidal Liquid (Radish Root Ferment), Pure Essential Oils",scraped
804,Toners__astringents,https://www.ewg.org/skindeep/products/1013207-Peach__Lily_The_Good_Acids_Pore_Toner/,Peach & Lily The Good Acids Pore Toner,"Water, Glycerin, Propanediol, 1,2-Hexanediol, Curcuma Longa (Turmeric) Root Extract, Allantoin, Aloe Barbadensis Flower Extract, Glycolic Acid, Portulaca Oleracea Extract, Ocimum Sanctum Leaf Extract, Potassium Hydroxide, Butylene Glycol, Amino Esters-1, Solanum Melongena (Eggplant) Fruit Extract, Coccinia Indica Fruit Extract, Lawsonia Inermis (Henna) Extract, Melia Azadirachta Leaf Extract, Melia Azadirachta Leaf Extract, Ethylhexylglycerin, Salicylic Acid, Corallina Officinalis Extract",scraped
805,Toners__astringents,https://www.ewg.org/skindeep/products/879419-The_Ordinary_Glycolic_Acid_7_Toning_Solution_2019_formulation/,The Ordinary Glycolic Acid 7% Toning Solution (2019 formulation),"Aqua (Water), Glycolic Acid, Rosa damascena flower water, Centaurea cyanus flower water, Aloe Barbadensis Leaf Water, Propanediol, Glycerin, Triethanolamine, Aminomethyl Propanol, Panax Ginseng Root Extract, Tasmannia Lanceolata Fruit/Leaf Extract, Aspartic Acid, Alanine, Glycine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Glutamic Acid, Arginine, PCA, Sodium PCA, Sodium Lactate, Fructose, Glucose, Sucrose, Urea, Hexyl Nicotinate, Dextrin, Citric Acid, Polysorbate 20, Gellan Gum, Trisodium Ethylenediamine Disuccinate, Sodium Chloride, Hexylene Glycol, Potassium Sorbate, Sodium Benzoate, 1,2-Hexanediol, Caprylyl Glycol.",scraped
806,Toners__astringents,https://www.ewg.org/skindeep/products/931419-Hard_Candy_Sheer_Envy_Soothe__Calm_Toner_Refresher_Hemp_Oil__Aloe_Water_2020_formulation/,"Hard Candy Sheer Envy Soothe + Calm Toner Refresher, Hemp Oil + Aloe Water (2020 formulation)","/ INGREDIENTS: WATER (AQUA)(EAU), BUTYLENE GLYCOL, ALOE BARBADENSIS LEAF WATER, PHENOXYETHANOL, PEG-60 HYDROGENATED CASTOR OIL, NIACINAMIDE, SODIUM BENZOTRIAZOLYL BUTYLPHENOL SULFONATE, ETHYLHEXYLGLYCERIN, GLYCERIN, CANNABIS SATIVA (HEMP) SEED OIL, MELISSA OFFICINALIS LEAF EXTRACT, MALVA SYLVESTRIS (MALLOW) EXTRACT, ACHILLEA MILLEFOLIUM EXTRACT, ALCHEMILLA VULGARIS EXTRACT, PRIMULA VERIS EXTRACT, MENTHA PIPERITA (PEPPERMINT) LEAF EXTRACT, VERONICA OFFICINALIS EXTRACT, YELLOW 5 (CI 19140), BLUE 1 (CI 42090).",scraped
807,Toners__astringents,https://www.ewg.org/skindeep/products/952383-Some_By_Mi_GALACTOMYCES_PURE_VITAMIN_C_GLOW_TONER/,Some By Mi GALACTOMYCES PURE VITAMIN C GLOW TONER,"GALACTOMYCES FERMENT FILTRATE(88 %), BUTYLENE GLYCOL, 1,2-HEXANEDIOL, NIACINAMIDE, GLYCERIN, ASCORBIC ACID(10,000 ppm), TROMETHAMINE, C12-14 PARETH-12, WATER, ALLANTOIN, CELLULOSE GUM, ETHYLHEXYLGLYCERIN, ADENOSINE, HYDROGENATED LECITHIN, POLYGLYCERYL-10 STEARATE, PANTHENOL, SODIUM ASCORBYL PHOSPHATE, PHENYLETHYL RESORCINOL, PROPOLIS EXTRACT, ARONIA MELANOCARPA FRUIT EXTRACT, ASPALATHUS LINEARIS EXTRACT, BAMBUSA VULGARIS EXTRACT, MALTODEXTRIN, SACCHARIDE HYDROLYSATE, FICUS CARICA (FIG) FRUIT EXTRACT, PHOENIX DACTYLIFERA (DATE) FRUIT EXTRACT, TUBER MAGNATUM EXTRACT, BIOTIN, FOLIC ACID, HOUTTUYNIA CORDATA EXTRACT, PYRIDOXINE, OPUNTIA COCCINELLIFERA FRUIT EXTRACT, OPUNTIA FICUS-INDICA EXTRACT, CAPRYLIC/CAPRIC TRIGLYCERIDE, ADANSONIA DIGITATA SEED EXTRACT, LEUCONOSTOC/RADISH ROOT FERMENT FILTRATE, BRASSICA OLERACEA ITALICA (BROCCOLI) EXTRACT, CALENDULA OFFICINALIS FLOWER EXTRACT, SPARASSIS CRISPA EXTRACT, CYANOCOBALAMIN, TOCOPHEROL, EUTERPE OLERACEA FRUIT EXTRACT, RIBES NIGRUM (BLACK CURRANT) FRUIT EXTRACT, RUBUS FRUTICOSUS (BLACKBERRY) FRUIT EXTRACT, RUBUS IDAEUS (RASPBERRY) FRUIT EXTRACT, VACCINIUM ANGUSTIFOLIUM (BLUEBERRY) FRUIT EXTRACT, VACCINIUM MACROCARPON (CRANBERRY) FRUIT EXTRACT, VACCINIUM MYRTILLUS FRUIT EXTRACT, SPIRULINA MAXIMA EXTRACT, ASTAXANTHIN, INOSITOL, LINOLEIC ACID, THIAMINE HCL, DISODIUM EDTA, CITRUS AURANTIUM BERGAMIA (BERGAMOT) FRUIT OIL, LIMONENE, LAVANDULA ANGUSTIFOLIA (LAVENDER) OIL, LINALOOL, CARAMEL",scraped
808,Toners__astringents,https://www.ewg.org/skindeep/products/830342-Grounded_Sage_Skincare_Brightening_Gel_Facial_Toner_2019_formulation/,Grounded Sage Skincare Brightening Gel Facial Toner (2019 formulation),"Aloe Barbensis Leaf Extract, Aqua (Water), Acrylates C10-30 Alkyl Acrylate Crosspolymer, Tetrahexyldecyl Ascorbate (Vitamin C), Tocopherol (Vitamin E), Daucus Carota (Carrot) Seed Oil, Cymbopogon Martinii Var Motia (Palmarosa) Oil, Potassium Sorbate, Benzyl Alcohol, Salicylic Acid, Glycerin, Sorbic Acid",scraped
809,Toners__astringents,https://www.ewg.org/skindeep/products/952372-Some_By_Mi_YUJA_NIACIN_30_DAYS_MIRACLE_BRIGHTENING_TONER/,Some By Mi YUJA NIACIN 30 DAYS MIRACLE BRIGHTENING TONER,"Citrus Junos Fruit Extract(90 %), Niacinamide(5 %), 1,2-Hexanediol, Glycerin, Polyglyceryl-10 Laurate, C12-14 Pareth-7, Water, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ethylhexylglycerin, Citrus Junos Peel Oil(105 ppm), Butylene Glycol, Adenosine, Tromethamine, Disodium EDTA, Coptis Chinensis Root Extract, Hydrogenated Lecithin, Polyglyceryl-10 Stearate, Panthenol, Sodium Ascorbyl Phosphate, Saussurea Involucrata Extract, Bisabolol, Maltodextrin, Hydrolyzed Vegetable Protein, Sambucus Nigra Flower Extract, Citrus Aurantium Dulcis (Orange) Flower Extract, Magnolia Liliflora Flower Extract, Plumeria Rubra Flower Extract, Lilium Tigrinum Extract, Folic Acid, Biotin, Pyridoxine, Pancratium Maritimum Extract, Tocopherol, Cyanocobalamin, Linoleic Acid, Thiamine HCl, Beta-Carotene, Riboflavin, Inositol, Limonene",scraped
810,Toners__astringents,https://www.ewg.org/skindeep/products/1942690-Tula_Skincare_Secret_Solution_ProGlycolic_10_Resurfacing_Toner/,TULA Skincare Secret Solution Pro-Glycolic 10% Resurfacing Toner,"Aqua/Water/Eau, Glycolic Acid, Butylene Glycol, Lactococcus Ferment Lysate, Sodium Hydroxide, Lactic Acid, Sodium Hyaluronate, Agar, Glycerin, Tremella Fuciformis Sporocarp Extract, Camellia Sinensis Leaf Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Curcuma Longa (Turmeric) Root Extract, Cichorium Intybus (Chicory) Root Extract, Yogurt Extract, Carrageenan, Betaine, Glucose, Linum Usitatissimum (Linseed) Seed Oil, Xanthan Gum, Potassium Sorbate, Disodium EDTA, Sodium Chloride, Sodium Benzoate, Polysorbate 20, Tetrasodium EDTA, Ethylhexylglycerin, Phenoxyethanol",scraped
811,Toners__astringents,https://www.ewg.org/skindeep/products/818372-LUSH_Toner_Eau_Roma_Water_/,"Lush Toner, Eau Roma Water","Lavender Water (Lavandula Angustifolia), Rose Water (Rosa Damascena), Citronellol, Geraniol, Limonene, Linalool, Fragrance, Methylparaben",scraped
812,Toners__astringents,https://www.ewg.org/skindeep/products/964919-Facetheory_Face_Theory_ColloidalC_AntiRedness_Toner_T3/,Face Theory Colloidal-C Anti-Redness Toner T3,"Aqua, Propanediol, Sodium Ascorbyl Phosphate, Sodium Lactate, Glycyrrhiza Glabra (Liquorice) Root Extract, Avena Sativa (Oat) Kernel Flour, Lactic Acid, Aloe Barbadensis (Aloe Vera) Leaf Juice, Panthenol, Glycerin, Sodium Anisate, Sodium Levulinate, Gellan Gum, Calcium PCA, Xanthan Gum, Citric Acid, Potassium Sorbate.",scraped
813,Toners__astringents,https://www.ewg.org/skindeep/products/626975-Purity_Herbs_Facial_Tonic/,Purity Herbs Facial Tonic,"Aqua (Water), Alcohol denat., Caprylyl/Capryl Glucoside, Citrus Aurantium Amara (Bitter Orange) Flower Oil, Citrus Limon (Lemon) Fruit Oil, Anthemis Nobilis Flower Oil, Citrus Aurantifolia (Lime) Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Lavandula Angustifolia (Lavender) Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Aniba Rosaeodora (Rosewood) Wood Oil, Citrus Nobilis (Mandarin Orange) Oil, Calendula Officinalis Flower Extract, Centaurea Cyanus Flower Extract, Anthyllis Vulneraria Flower Extract*, Matricaria Discoidea Flower/Leaf/Stem Extract*, Thymus Praecox Extract*, Urtica Dioica (Nettle) Extract*, Matricaria Maritima Extract*, Chelidonium Majus Extract, Juniperus Communis Fruit Extract, Viola Tricolor Extract*, Citral**, Farnesol**, Geraniol**, Limonene**, Linalool**. * Wild Icelandic herbs ** From natural essential oils",scraped
814,Toners__astringents,https://www.ewg.org/skindeep/products/978588-Bad_Habit_Keep_Calm_Adaptogen_Soothing_Toner/,Bad Habit Keep Calm Adaptogen Soothing Toner,"WATER (AQUA), GLYCERIN, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, CAPRYLOYL GLYCERIN/SEBACIC ACID COPOLYMER, PHENOXYETHANOL, GLYCERYL, STEARATE CITRATE, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, ETHYLHEXYLGLYCERIN, POLYGLYCERYL-3 STEARATE, AVENA SATIVA (OAT) KERNEL FLOUR, SQUALANE, HYDROGENATED LECITHIN, AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER, ALOE BARBADENSIS LEAF JUICE, NIACINAMIDE, TOCOPHERYL ACETATE, SORBITAN ISOSTEARATE, PHYLLANTHUS EMBLICA EXTRACT, OCIMUM SANCTUM LEAF EXTRACT, SODIUM HYALURONATE, TOCOPHEROL, SODIUM BENZOATE, POTASSIUM SORBATE, CITRIC ACID, CHLOROPHYLLIN-COPPER COMPLEX (CI 75810).",scraped
815,Toners__astringents,https://www.ewg.org/skindeep/products/878589-Pacifica_Micellar_Cleansing_Tonic_Rose_Water_2018_formulation/,"Pacifica Micellar Cleansing Tonic, Rose Water (2018 formulation)","(PURIFIED), SORBITAN OLEATE DECYLGLUCOSIDE CROSSPOLYMER, DECYL GLUCOSIDE, GLYCERIN, COCOS NUCIFERA (COCONUT) WATER, ROSA DAMASCENA FLOWER WATER, SACCHAROMYCES/XYLINUM/BLACK TEA FERMENT, CALENDULA OFFICINALIS (FLOWER) EXTRACT, CITRUS GRANDIS (GRAPEFRUIT) FRUIT WATER, PHENOXYETHANOL, ETHYLHEXYLGLYCERIN, PARFUM (NATURAL).",scraped
816,Toners__astringents,https://www.ewg.org/skindeep/products/1050608-Gabriel_Balancing_Tonic/,Gabriel Balancing Tonic,"Aqua (Infusion of Aloe Barbadensis Leaf Juice), Propanediol, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Aphanizomenon Flos-Aquae Powder (Blue Green Algae), Quercus Alba Bark (White Oak Bark) Extract, Aloe Barbadensis Leaf Extract, Citrus Aurantium Dulcis (Orange) Peel Extract, Trace Minerals, Citric Acid, Glycine, Tocopheryl Acetate, Potassium Sorbate",scraped
817,Toners__astringents,https://www.ewg.org/skindeep/products/937888-Nolaskinsentials_Mint_To_Love_Body_Toner__2020_formulation/,Nolaskinsentials Mint To Love Body Toner  (2020 formulation),"Aqua, Organic Mentha Piperita, Glycolic Acid, Salix Alba, Hamamelis, Melaleuca Oil, Serenoa Serrulata Fruit Extract, Lemon Peel Extract, Argania Spinosa Kernel, Burdock Root Extract, Leuconostoc Radish Root Ferment Filtrate, Tetrasodium Glutamate Diacetate,",scraped
818,Toners__astringents,https://www.ewg.org/skindeep/products/975604-Skinsei_All_Toned_Up_Purifying_Toner/,Skinsei All Toned Up Purifying Toner,"WATER (AQUA), NIACINAMIDE, GLYCERIN, HAMAMELIS VIRGINIANA (WITCH HAZEL) EXTRACT, CHAMOMILLA RECUTITA (MATRICARIA) FLOWER EXTRACT, SACCHARIDE ISOMERATE, SORBITOL, PANTHENOL, SODIUM CITRATE, DECYL GLUCOSIDE, SODIUM PCA, ALLANTOIN, THEOBROMA CACAO (COCOA) SEED EXTRACT, SOPHORA JAPONICA FLOWER EXTRACT, ETHYLHEXYLGLYCERIN, CITRIC ACID, BUTYLENE GLYCOL, PROPANEDIOL, PHENOXYETHANOL, FRAGRANCE (PARFUM), LIMONENE.",scraped
819,Toners__astringents,https://www.ewg.org/skindeep/products/961189-Medusas_Makeup_Toner_Vitamin_C/,"Medusa's Make-up Toner, Vitamin C","Organic Aloe Leaf Juice, Phenoxyethanol, Vitamin C, Glycerin, Organic Sugar Cane Extract, Organic Bilberry Fruit Extract, Organic Sugar Maple Extract, Organic Orange Peel Extract, Organic Lemon Peel Extract, Organic Cranberry Fruit Extract, Organic White Willow Bark Extract, Tea Tree Leaf Oil, Polysorbate 20, Organic Alcohol, Tetrasodium Glutamate Diacetate, Citrus Limon EO",scraped
820,Toners__astringents,https://www.ewg.org/skindeep/products/1025200-Avatara_Kombucha_The_Clean_Sweep_Facial_Toner/,Avatara Kombucha The Clean Sweep Facial Toner,"WATER (AQUA), GLYCERIN, HAMAMELIS VIRGINIANA (WITCH HAZEL) WATER, NIACINAMIDE, PHENOXYETHANOL, LACTIC ACID, GLYCOLIC ACID, SACCHAROMYCES/XYLINUM/BLACK TEA FERMENT. ETHYLHEXYLGLYCERIN, BENZOIC ACID, ALOE BARBADENSIS LEAF EXTRACT, CUCUMIS SATIVUS (CUCUMBER) FRUIT EXTRACT, BAKUCHIOL, BISABOLOL, POLYSORBATE 20",scraped
821,Toners__astringents,https://www.ewg.org/skindeep/products/819881-Andalou_Naturals_Coconut_Water_Firming_Toner_2019_formulation/,Andalou Naturals Coconut Water Firming Toner (2019 formulation),"Aloe Barbadensis Leaf Juice*, Purified Water (Aqua), Cocos Nucifera (Coconut) Water*†, Vegetable Glycerin, Panthenol, Sodium PCA, Tocopherol, Sorbitan Oleate Decylglucoside, Opuntia Ficus-Indica (Prickly Pear) Stem Extract*, Fruit Stem Cells (Malus Domestica, Solar Vitis), BioActive Berry Complex*, Magnesium Ascorbyl Phosphate (Vitamin C), Skin Firming Complex: [Cichorium Intybus (Chicory) Root Oligosaccharides, Caesalpinia Spinosa (Tara Tree) Gum, Coffea Arabica (Green Coffee) Extract*], Opuntia Ficus-Indica (Prickly Pear) Seed Oil*, Camellia Sinensis (White Tea) Leaf Extract*†, Aspalathus Linearis (Rooibos) Extract*†, Phenethyl Alcohol, Ethylhexylglycerin, Coconut Isolates, Citrus Aurantifolia (Lime) Peel Oil*, Mentha Spicata (Spearmint) Leaf Oil*",scraped
822,Toners__astringents,https://www.ewg.org/skindeep/products/956079-The_Inkey_List_Toner_Glycolic_Acid_/,"The Inkey List Toner, Glycolic Acid","Aqua (Water/ Eau), Glycolic Acid, Propanediol, Hamamelis Virginiana (Witch Hazel) Water, Sodium Hydroxide, Butylene Glycol, Phenoxyethanol, Alcohol, PPG-26-Buteth-26, Betaine, PEG-40 Hydrogenated Castor Oil, Boerhavia Diffusa Root Extract, Ethylhexylglycerin, Trisodium, Ethylenediamine Disuccinate.",scraped
823,Toners__astringents,https://www.ewg.org/skindeep/products/969628-Pixi_Skintreats_Rose_Tonic_to_Go_Rose__Elderflower/,"Pixi Skintreats Rose Tonic to Go, Rose & Elderflower","AQUA/WATER/EAU, ROSA DAMASCENA FLOWER WATER, PROPANEDIOL, GLYCERIN, ALOE BARBADENSIS LEAF JUICE, SODIUM PCA, CAMELLIA SINENSIS LEAF EXTRACT, CHAMOMILLA RECUTITA (MATRICARIA) FLOWER EXTRACT, ROSA CANINA FLOWER EXTRACT, SAMBUCUS NIGRA FLOWER EXTRACT, ROSE EXTRACT, BETAINE, SODIUM HYALURONATE, MONTMORILLONITE, TRIETHYL CITRATE, PEG-40 HYDROGENATED CASTOR OIL, CITRIC ACID, ETHYLHEXYLGLYCERIN, SODIUM BENZOATE, SODIUM CITRATE, DISODIUM EDTA, POTASSIUM SORBATE, PHENOXYETHANOL.",scraped
824,Toners__astringents,https://www.ewg.org/skindeep/products/1006792-Bolero_Facial_Toner_Lychee__Coconut_Water/,"Bolero Facial Toner, Lychee + Coconut Water","WATER (AQUA), GLYCERIN, BUTYLENE GLYCOL, PROPYLENE GLYCOL, PEG-40 HYDROGENATED CASTOR OIL, PEG-6 CAPRYLIC/CAPRIC GLYCERIDES, FRAGRANCE (PARFUM), ALLANTOIN, DIAZOLIDINYL UREA, CHLORPHENESIN, SODIUM HYALURONATE, LITCHI CHINENSIS (LYCHEE) FRUIT EXTRACT, COCOS NUCIFERA (COCONUT) EXTRACT",scraped
825,Toners__astringents,https://www.ewg.org/skindeep/products/7081044-Good_Molecules_Glycolic_Exfoliating_Toner/,Good Molecules Glycolic Exfoliating Toner,"Water, Dipropylene Glycol, Glycolic Acid, Propanediol, Sodium Citrate, 1, 2-Hexanediol, Glycerin, Galactomyces Ferment Filtrate, Butylene Glycol, Salicylic Acid, Aloe Barbadensis Leaf Extract, Pentylene Glycol, Niacinamide, Tricholoma Matsutake Extract, Ethylhexylglycerin, Hydrolyzed Cicer Seed Extract, Rhododendron Chrysanthum Leaf Extract, Trisodium Ethylenediamine Disuccinate, Sodium Hyaluronate, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid.",scraped
826,Toners__astringents,https://www.ewg.org/skindeep/products/5060595-Absolute_New_York_Allin1_Cleansing_Water_Unscented_/,"Absolute New York All-in-1 Cleansing Water, Unscented","Water, Dipropylene Glycol, PEG-6 Caprylic/Capric Glycerides, Coco-Betaine, Sodium Chloride, Methylpropanediol, Rosa Centifolia Flower Extract, Malva Sylvestris (Mallow) Extract, Malus Domestica Fruit Extract, Olea Europaea (Olive) Leaf Extract, Pinus Palustris Leaf Extract, Camellia Japonica Flower Extract, Arnica Montana Flower Extract, Calendula Officinalis Flower Extract, Lavandula Angustifolia (Lavender) Flower Extract, Mentha Piperita (Peppermint) Leaf Extract, Primula Veris Extract, Alchemilla Vulgaris Extract, Veronica Officinalis Extract, Melissa Officinalis Leaf Extract, Achillea Millefolium Extract, Ulmus Davidiana Root Extract, Oenothera Biennis (Evening Primrose) Flower Extract, Disodium EDTA, Phenoxyethanol, Pueraria Lobata Root Extract",scraped
827,Toners__astringents,https://www.ewg.org/skindeep/products/957703-Hero_Cosmetics_Balancing_Capsule_Toner/,Hero Cosmetics Balancing Capsule Toner,"Water, Butylene Glycol, Dipropylene Glycol, Glycerin, 1,2-Hexanediol, Caprylic/Capric Triglyceride, Betaine, Camellia Sinensis (Green Tea) Leaf Water, Hamamelis Virginiana (Witch Hazel) Extract, Zinc PCA, Salix Alba (Willow) Bark Extract, Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Hyaluronic Acid, Hydroxypropyltrimonium Hyaluronate, Potassium Hyaluronate, Sodium Hyaluronate Crosspolymer, Sodium Acetylated Hyaluronate, Tremella Fuciformis (Snow Mushroom) Polysaccharide, Citrus Junos (Yuzu) Fruit Extract, Ananas Sativus (Pineapple) Fruit Extract, Salvia Officinalis (Sage) Leaf Extract, Mandelic Acid, Glycolic Acid, Tocopherol (Vitamin E), Moringa Oleifera Seed Oil, Melia Azadirachta (Neem) Leaf Extract, Galactomyces Ferment Filtrate, Pseudoalteromonas Ferment Extract, Bifida Ferment Lysate, Eclipta Prostrata Extract, C12-14 Pareth-12, Gelatin, Tromethamine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Allantoin, Trehalose, Pentylene Glycol, Agar, Cyamopsis Tetragonoloba (Guar) Gum, Acacia Senegal Gum, Tetrasodium Iminodisuccinate, Biosaccharide Gum-1, Cellulose Gum, Carbomer, Ubiquinone, Xanthan Gum, Xanthophyll, Ethylhexylglycerin.",scraped
828,Toners__astringents,https://www.ewg.org/skindeep/products/942677-Joy_Lorraine_Oil_Defense_Toner_2020_formulation/,Joy Lorraine Oil Defense Toner (2020 formulation),"Water (Aqua), Butylene Glycol, Polysorbate 20, Hamamelis Virginiana (Witch Hazel) Water, Sodium C8-16 Isoalkylsuccinyl Lactoglobulin Sulfonate, Aloe Barbadensis Leaf Extract, Glycerin, Sodium Hyaluronate, Allantoin, Cucumis Sativus (Cucumber) Oil, Mentha Piperita (Peppermint) Oil, Eucalyptus Globulus Leaf Oil, Potassium Sorbate, Disodium EDTA, 1,2 Hexanediol, Caprylyl Glycol, Citric Acid, Blue 1 (CI 42090).",scraped
829,Toners__astringents,https://www.ewg.org/skindeep/products/312405-OBAGI_CBalancing_Toner/,Obagi C-Balancing Toner,"WATER (AQUA), HAMAMELIS VIRGINIANA (WITCH HAZEL) WATER, PROPYLENE GLYCOL, SODIUM PCA, BENZALKONIUM CHLORIDE, ALOE BARBADENSIS LEAF JUICE, MALTODEXTRIN, PANTHENOL, POLYQUATERNIUM-10, PHENOXYETHANOL, METHYLPARABEN",scraped
